file,page,text,title,url
,0,メニューを開く,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,メニューを閉じる,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ショッピングバッグ,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポートを検索,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,キャンセル,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Mac,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPad,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Watch,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,TV,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Music,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ショッピングバッグ,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,キャンセル,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,メニューを開く,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,メニューを閉じる,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポートコミュニティ,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,お問い合わせ,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone に、こんにちは,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone の楽しみ方がこれまで以上に広がるよう、新しい iPhone の設定方法や使い方をご紹介します。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,まずはじめに,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,新しい iPhone の設定も、Android スマホからの乗り換えも、ほんの少しのステップで簡単にできます。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,新しい iPhone を設定する,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,これまで使っていた iPhone を新しい iPhone の横に置くだけで、すべてのデータや設定内容を転送できます。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone の設定方法はこちら,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Android から乗り換える,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,「iOS に移行」App を使えば、音楽、写真、連絡先、その他のデータを Android スマホから新しい iPhone に簡単に移行できます。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,「iOS に移行」App を使う,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,触れるだけ、見るだけで、もっといろんなことを,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,自分の顔がパスワードに,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Face ID を使えば、サインインも、ロックの解除も、ショッピングの支払いも、すべて「見るだけ」で簡単に、そして安全に行えます。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Face ID を使う,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,スワイプひとつで iPhone を自由自在に操る,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone X 以降では、App の切り替え、iPhone 内の検索、設定の変更など、さまざまなことをジェスチャーを使って行います。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ジェスチャについてさらに詳しく,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,その他の便利な機能,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,息を呑むような写真を撮り、誰かを笑顔にするメッセージを送り、充電をもっと簡単にする方法をご紹介します。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,メッセージを使う,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,メッセージで撮った写真にステッカー、テキスト、コミックブックなどのフィルタを添えましょう。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,メッセージの使い方,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,その一瞬を切り取る,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,写真を撮り、編集し、共有して、あなただけのストーリーを伝えましょう。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone の写真機能について詳しく,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ミー文字で自分の分身をつくる,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,自分そっくりのミー文字を作ってメッセージに個性を添えましょう。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ミー文字を作成して送る,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ワイヤレスで充電する,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ケーブルはもう要りません。iPhone をワイヤレスチャージャーに置くだけで充電できます。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ワイヤレス充電する方法,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,その他のトピックを検索,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポートを検索,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,検索を消去,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,その他の情報,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone のサポート情報,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone サポートでは、iPhone に関するさまざまなトピック、関連情報、お問い合わせ方法をご案内しています。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone サポートへ,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,わからないことがあるときは,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple サポートコミュニティをご利用ください。質問をしたり、答えを探したり、ほかの Apple ユーザと交流したりできます。,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple サポートコミュニティに参加する,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple Footer,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,学ぶ,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone をはじめてお使いになる方,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート情報,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,+,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPhone,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,iPad,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple Watch,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Mac,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Music,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple ID,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,App,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,サポートサイトマップ,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,修理サービスとサポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,+,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,Apple の修理オプション,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,各製品の修理サービス情報,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,AppleCare 製品,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ハードウェア保証,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ソフトウェア使用許諾契約,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,無償サポート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,リソース,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,+,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
,0,ダウンロードとアップデート,iPhone をはじめてお使いになる方 - Apple サポート 公式サイト,https://support.apple.com/ja-jp/explore/new-to-iphone
